股票代號,代號,名稱,掛牌最高,掛牌最低,資金用途,掛牌日期,資金用途分類
4541,45412,晟田二,109.45,98,現金增資2億，5000張/40元，晟田四、晟田三募得4億，興建三期廠房4.09億，購買機器設備2.6億。與晟田一同時發行,2014/12/27,資本支出
4541,45413,晟田三,123,102.5,現金增資0.5億，1900張/26.4元，晟田四、晟田三募得5億，買回第一次及第二次可轉債4.04億及償還銀行借款1.03億及充實營運資金0.44億。與晟田四同時發行,2016/11/1,償還+充實
4541,45414,晟田四,124.5,90.05,買回第一次及第二次可轉債4.04億及償還銀行借款1.03億及充實營運資金0.44億,2016/11/2,償還+充實
4542,45421,科嶠一,139.95,90,償還銀行借款1.1億，充實營運資金1.93億,2024/9/6,償還+充實
4549,45491,桓達一,141,100,發行第一次無擔保CB 5000張，競拍117.27發行。償還銀行借款2.04億，充實營運資金3.82億，共計5.86億。,2024/11/6,償還+充實
4550,45501,長佳一,125.4,99.9,合建分屋 取得自有 辦公房舍3.96億,2016/3/14,資本支出
4551,45511,智伸科一,132.8,96,海外轉投資15.07億,2018/2/5,轉投資
4555,45551,氣立一,109.55,95.05,償還銀行借款1.02億，轉投資氣立可科技(浙江)有限公司5億,2018/6/6,償還銀行借款
4555,45552,氣立二,128,99.65,償還第一次CB賣回本金6.03億，償還洋行借款0.29億。,2020/4/28,借新還舊
4555,45553,氣立三,118.75,99.2,償還銀行借款4.3億，充實營運資金1.94億,2022/9/5,償還+充實
4556,45561,旭然一,113.2,99.8,償還銀行借款1.39億，充實營運資金0.56億。,2020/12/22,償還+充實
4556,45562,旭然二,104.15,92,償還銀行借款1.39億，充實營運資金0.56億。,2020/12/23,償還+充實
4560,45601,強信一KY,156,99.65,購置生產設備0.87億，償還銀行借款1.14億，充實營運資金0.98億,2018/2/5,償還+充實
4563,45631,百德一,102.5,90.15,償還銀行借款4億，現增2億，40元。,2019/10/9,償還銀行借款
4564,45641,元翎一,113,91.8,償還銀行借款5.5億,2023/9/26,償還銀行借款
4566,45661,時碩工業一,270,99.5,充實營運資金2.46億，償還銀行借款3.6億,2019/8/27,償還+充實
4566,45662,時碩工業二,264,105,充實營運資金0.74億，償還銀行借款6.3億,2022/1/3,償還+充實
4566,45663,時碩工業三,223,106,償還銀行借款8.49億,2023/11/27,償還銀行借款
4569,45691,六方科一KY,115,95,購置機器設備3.6億，充實營運資金1.66億，共計5.26億。,2025/1/15,充實營運資金
4572,45721,駐龍一,121,103.5,興建廠房7億，購置機器設備0.75億,2024/7/16,資本支出
4580,45801,捷流閥業一,130,99.5,現金增資3.36億，4000張/84元，捷流一募得3億，償還銀行借款4.17億，充實營運資金2.19億,2022/4/26,償還+充實
4588,45881,玖鼎電力一,0,0,償還銀行借款4.08億，發行CB1共4000張，競拍,,借新還舊
4703,47031,揚華一,105,21.75,,1900/1/0,
4714,47141,永捷一,131.15,100.9,償還銀行借款1.13億，充實營運資金1.37億，與永捷二同時發行,2012/6/22,償還+充實
4714,47142,永捷二,129.8,98,償還銀行借款1.13億，充實營運資金1.37億，與永捷一同時發行,2012/6/25,償還+充實
4714,47143,永捷三,179,103.5,償還銀行借款0.75億，充實營運資金1.75億，與永捷四同時發行,2014/12/5,償還+充實
4714,47144,永捷四,165,96.6,償還銀行借款0.75億，充實營運資金1.75億，與永捷三同時發行,2014/12/8,償還+充實
4714,47145,永捷五,123.1,101.5,償還銀行借款0.8億，TPU產線擴充0.6億，購料2.33億，投資性不動產1.27億。現增2億，12.5元。,2018/7/9,償還銀行借款
4714,47146,永捷六,180,100.2,償還銀行借款1.95億，充實營運資金3.08億，與永捷七同時發行,2021/10/15,償還+充實
4714,47147,永捷七,206,100,償還銀行借款1.95億，充實營運資金3.08億，與永捷六同時發行,2021/11/5,償還+充實
4716,47161,大立一    ,113.5,78.5,,,
4716,47162,大立二,115.5,99.8,償還銀行借款2.08億,2019/3/5,償還銀行借款
4720,47201,德淵一,118,99.85,現金增資1.02億，7500張/13.6元，德淵一募得2.5億，興建五期廠房1.32億，轉投資海外子公司2.2億,2016/11/14,轉投資
4720,47202,德淵二,175,100,興建廠房1.32億，轉投資海外子公司2.2億,2019/10/23,資本支出
4720,47203,德淵三,152,92,償還第一次有擔保公司債本金1.5億，1.5億償還銀行借款,2019/10/24,借新還舊
4721,47211,美琪一,128.5,96.5,,,
4722,47221,國精一,136.4,97.05,,,
4722,47222,國精二,161,100.3,,2010/5/28,
4729,47291,熒茂一,110,99.3,現金增資6.82億，17500張/39元，熒茂一募得2億，購置設備3.5億，充實營運資金4億，償還銀行借款1.32億,2011/7/5,償還+充實
4733,47331,上緯一,750,107,發行第一次無擔保CB 7100張，償還銀行借款2.6億，轉投資風力發電事業4.5億。共計7.1億。,1900/1/0,償還銀行借款
4733,47332,上緯二,132,97.5,償還銀行借款2.6億，轉投資風力發電事業4.5億，共計7.1億，發行CB1共7100張,1900/1/0,借新還舊
4735,47351,豪展一,219,105.5,償還銀行借款0.6億，充實營運資金0.4億。,2013/11/29,償還+充實
4735,47352,豪展二,233,99,償還銀行借款2億，充實營運資金0.02億。,2018/3/14,償還+充實
4736,47361,泰博一,171,107,償還銀行借款6.05億,2013/8/21,償還銀行借款
4736,47362,泰博二,195,100,償還銀行借款6.08億,2015/3/16,償還銀行借款
4736,47363,泰博三,238,111,償還銀行借款6.08億,2019/8/21,償還銀行借款
4737,47371,華廣一,108,94.8,現金增資4.36億，4000張/109元，華廣一募得6億，土地14.2億，廠房10.91億，機器設備2.83億,2012/1/6,資本支出
4739,47391,康普一,343,104.35,轉投資子公司1.87億，償還銀行借款2.12億,2012/8/29,償還銀行借款
4739,47392,康普二,273,102,轉投資子公司2.5億，償還銀行借款3.5億,2015/6/24,償還銀行借款
4739,47393,康普三,161,98.05,現金增資3.6億，4000張/90元，康普三募得8.12億，償還銀行借款11.72億,2021/10/28,償還銀行借款
4744,47441,皇將一,138,99.45,充實營運資金2.22億及轉投資CVC USA 0.77億元,2019/10/17,充實營運資金
4744,47442,皇將二,172,100.35,現金增資1.32億，600張/22元，皇將二募得1.5億，充實營運資金2.82億,2022/12/7,充實營運資金
4745,47451,合富一KY,144.4,97.8,償還銀行借款0.62億，充實營運資金3.38億,2014/2/26,償還+充實
4746,47461,台耀一,176,98.85,償還銀行借款5億,2012/12/19,償還銀行借款
4746,47462,台耀二,140.5,91.5,償還銀行借款5.01億,2014/7/31,償還銀行借款
4746,47463,台耀三,175,93.25,償還銀行借款10.03億，現增3億，50元。,2018/7/20,償還銀行借款
4747,47471,強生一,173,110,現金增資4億，10000張/40元，強生一募得4億，興建廠房6.5億，購置機器設備3.5億,2023/6/12,資本支出
4760,47601,勤凱一,213,101,償還銀行借款1億及充實營運資金0.54億,2020/8/25,償還+充實
4763,47631,材料一KY,125,99,充實營運資金4.4億，償還銀行借款0.64億,2017/6/9,償還+充實
4763,47632,材料二KY,1035,99.1,資金用途償還銀行借款3億元及充實營運資金3.06億元,2020/9/25,償還+充實
4763,47633,材料三KY,601,100,現金增資3億，3000張/100元，材料三KY募得5.09億，償還材料一3.54億，償還銀行借款4.54億,2022/5/11,償還銀行借款
4764,47641,雙鍵一,131.9,99.75,取得土地3.6億，興建廠房6.72億，購置機器設備3.48億,2018/8/15,資本支出
4803,48031,VHQ一KY,145,94,,1900/1/0,
4803,48032,VHQ二KY,101.65,20.05,,1900/1/0,
4804,48041,大略一KY,102.45,87.9,設立親子暨兒童攝影主題餐廳1.84億，償還銀行借款1.69億，充實營運資金0.45億,2017/6/26,償還+充實
4806,48061,昇華一,130,95,購置自有攝影棚3億，充實營運資金1.5億，與昇華二同時發行,2017/5/3,充實營運資金
4806,48062,昇華二,129.5,61.25,購置自有攝影棚3億，充實營運資金1.5億，與昇華一同時發行,2017/5/4,充實營運資金
4807,48071,日成一KY,106.95,95,償還銀行借款1.995億，充實營運資金0.5175億。,2020/12/2,償還+充實
4903,49031,聯光一,138,101,,2010/8/28,
4906,49061,正文一    ,179,108.6,,,
4906,49062,正文二,170,96,,2009/4/4,
4906,49063,正文三,133.3,93.7,償還銀行借款20億,2011/7/25,償還銀行借款
4906,49064,正文四,190,102,償還銀行借款10億,2016/3/15,償還銀行借款
4906,49065,正文五,139,98.5,償還銀行借款12.94億,2019/3/15,償還銀行借款
4906,49066,正文六,163,102.5,償還銀行借款15.15億,2023/6/2,償還銀行借款
4909,49091,復興一,153,107,,,
4909,49092,復興二,195,100,,,
4909,49093,復興三,148,87.2,,,
4909,49094,復興四,144,94.5,,2010/8/27,
4910,49101,陽慶一,114,38,,,
4912,49121,聯控一,183,107,償還銀行借款2億，海外購料 1.99億,2014/4/15,償還銀行借款
4912,49122,聯德控股二KY,126,97.2,償還銀行借款3.06億，充實營運資金3億,2018/7/30,償還+充實
4912,49123,聯德控股三KY,210,110,償還第二次CB賣回本金5.95億，償還銀行借款1.05億。,2020/8/4,借新還舊
4912,49124,聯德控股四KY,118.5,92,在台購置廠辦大樓17.2億,2021/10/26,資本支出
4916,49161,事欣科一,186,98.5,償還銀行借款2億，充實營運資金2.08億,2014/10/22,償還+充實
4916,49162,事欣科二,128.7,77.05,償還銀行借款5.02億,2019/12/13,償還銀行借款
4916,49163,事欣科三,215,93.2,償還銀行借款5億,2022/3/10,償還銀行借款
4916,49164,事欣科四,199,99.55,償還銀行借款4億,2023/5/31,償還銀行借款
4919,49191,新唐一,450,97,取得Panasonic Corporation 半導體相關事業,2020/5/20,轉投資
4924,49241,欣厚一,127.2,92.2,償還銀行借款1.6億，購買機器設備0.4億,2012/3/7,償還銀行借款
4927,49271,泰鼎一,142.6,103,償還銀行借款4.21億，擴建廠房6.5億,2012/11/30,償還銀行借款
4927,49272,泰鼎二KY,163,95.6,現金增資5億，泰鼎二募得6.5億，償還銀行借款6.8億，購置機器設備6.58億,2014/7/14,償還銀行借款
4927,49273,泰鼎三KY,221,105.55,現金增資3.5億，泰鼎三募得6億，償還銀行借款10.1億，,2018/5/7,償還銀行借款
4933,49331,友輝一,116,97,充實營運資金2.92億，購置機器及其附屬設備工程7.36億,2013/1/31,充實營運資金
4939,49391,亞電一,134,99.7,償還銀行借款3億,2012/6/21,償還銀行借款
4939,49392,亞電二,147.2,101.5,償還銀行借款3億,2014/4/25,償還銀行借款
4943,49431,康控一KY,180,97.3,償還銀行借款15.31億,2019/4/2,償還銀行借款
4944,49441,兆遠一,148,90,,1900/1/0,
4956,49561,光鋐一,100.8,93.1,充實營運資金0.3億，購置機器設備1.7億，償還銀行借款3.7億,2014/6/24,償還+充實
4967,49671,十銓一,184,107,購料支出5.1億,2020/2/17,資本支出
4967,49672,十銓二,187,105,償還銀行借款8.16億,2020/10/7,償還銀行借款
4967,49673,十銓三,214,114,償還銀行借款12億，充實營運資金1.93億,2024/1/26,償還+充實
4968,49681,立積一,208,99.55,現金增資1.78億，1700張/105元，立積一募得3.14億，償還銀行借款4.3億，,2022/7/29,償還銀行借款
4971,49711,英特一,195,105,新建廠房及購置機器設備 5.55億,2014/7/8,資本支出
4971,49712,IET二KY,302,104,擴建廠房1.7億，購置及升級生產機台0.66億,2023/11/20,資本支出
4974,49741,亞泰一,168,100.1,充實營運資金3.5億,2012/7/23,充實營運資金
4974,49742,亞泰二,123,98.55,轉投資--亞洲影像科技(薩摩亞)4.5億、購置機器設備4.5億、以機器設備作價投資亞泰影像器材(深圳)1.35億,2014/4/25,資本支出
4977,49771,眾達一KY,174,107.05,增建無塵室0.5億，購買機器設備3.74億,2017/6/28,資本支出
4979,49791,華星光一,112,98,償還銀行借款8億,2015/12/22,償還銀行借款
4979,49792,華星光二,125,86,償還銀行借款5.75億,2018/3/12,償還銀行借款
4979,49793,華星光三,187,101.5,購買廠房及機器設備5億，充實營運資金3.24億，共計8.24億，CB3發行6000張詢圈/CB4發行2000張競拍,2024/12/9,充實營運資金
4979,49794,華星光四,161,99,購買廠房及機器設備5億，充實營運資金3.24億，共計8.24億，CB3發行6000張詢圈/CB4發行2000張競拍,2024/12/25,充實營運資金
4991,49911,環宇一KY,177,106,購置廠房及辦公室0.9億，購置機器設備4.1億，充實營運資金1億，與環宇二同時發行,2015/5/13,充實營運資金
4991,49912,環宇二KY,171,101,購置廠房及辦公室0.9億，購置機器設備4.1億，充實營運資金1億，與環宇一同時發行,2015/5/14,充實營運資金
4995,49951,晶達一,148.6,100.25,以現金作價，吸收合併崴瑪公司 100%股權  3.2億,2016/1/4,轉投資
5009,50091,榮剛一,304,99,,,
5009,50092,榮剛二,139.5,90,,,
5009,50093,榮剛三,183,108,,2010/1/16,
5009,50094,榮剛四,142.3,99.6,,2011/1/16,
5009,50095,榮剛五,145,98.7,,2011/1/17,
5009,50096,榮剛六,186,97,償還金融機構借款30.3億,2022/8/15,償還銀行借款
5009,50097,榮剛七,119.7,97.45,充實營運資金50.25億,2023/7/31,充實營運資金
5011,50111,久陽一,118,98,充實營運資金1億,2011/7/13,充實營運資金
5011,50112,久陽二,253,101,償還銀行借款3億。,2019/6/17,償還銀行借款
5011,50113,久陽三,237,85,償還銀行借款3億。,2019/6/18,償還銀行借款
5011,50114,久陽四,112.7,90,現金增資2.6億，10000張//26元，久陽四募得3.51億，償還銀行借款2.54億，充實營運資金3.57億,2022/9/30,償還+充實
5014,50141,建錩一,185,81,,,
5015,50151,華祺一,121,95,,,
5203,52031,訊連一,230,106,,,
5204,52041,得捷一,100,38.15,,,
5207,52071,飛雅一,105,83.75,,,
5209,52091,新鼎一,128.2,93.5,償還銀行借款2億，充實營運資金1.2億,2023/10/6,償還+充實
5211,52111,蒙恬一,201,100.5,,,
5212,52121,凌網一,109,93.9,償還銀行借款0.94億，轉投資凌網知識0.7億，轉投資凌網全球科技1.3億，轉投資凌網資訊1.1億,2024/10/15,償還銀行借款
5213,52131,捷鴻一,176,98,,,
5213,52132,亞昕二,144,101,,2010/10/16,
5213,52133,亞昕三,108,98.3,償還金融機構借款5億，同時發行亞昕四,2013/6/20,償還銀行借款
5213,52134,亞昕四,104.5,99.1,償還金融機構借款5億，同時發行亞昕三,2013/6/21,償還銀行借款
5213,52135,亞昕五,122.5,101,現金增資4億，亞昕五募得4億，償還金融機構借款6億，充實營運資金2億,2014/4/7,償還+充實
5213,52136,亞昕六,180,104.2,償還金融機構借款5億,2015/11/20,償還銀行借款
5213,52137,亞昕七,448,102,償還銀行借款5.1億，償還106年第一次有擔保普通公司債本金5億。,2020/2/24,借新還舊
5215,52151,科嘉一KY,115,99.55,購置機器 設備1.41億，廠房裝修0.12億,2015/6/9,資本支出
5223,52231,安力一KY,157,95.5,湖州安力興建廠房需4.04億,2020/10/30,資本支出
5225,52251,東科一KY,456,104.1,償還銀行借款3.72億,2022/11/28,償還銀行借款
5230,52301,雷笛克光學一,138.9,100.75,充實營運資金2.3億,2013/8/1,充實營運資金
5230,52302,雷笛克光學二,125,99.6,轉投資東莞雷笛克1.55億，償還銀行借款0.45億,2015/10/27,償還銀行借款
5230,52303,雷笛克光學三,197,105.05,償還銀行借款3.04億，充實營運資金0.31億,2023/7/24,償還+充實
5244,52441,弘凱一,123,94.7,充實營運資金2.12億，轉投資子公司-江蘇弘凱2.92億,2024/9/25,充實營運資金
5245,52451,智晶一,122,99.05,償還金融機構借款0.83億，充實營運資金2.23億,2022/8/25,償還+充實
5245,52452,智晶二,103.7,87.3,償還銀行借款2.46億，充實營運資金0.56億，共計3.03億,1900/1/0,償還+充實
5255,52551,美桀一,260,100,,1900/1/0,
5259,52591,清惠一,120,94,,1900/1/0,
5263,52631,智崴一,822,107,擴建研發測試暨體驗中心2.5億，應研發費用0.5億，與智崴二同時發行,2013/6/28,研發支出
5263,52632,智崴二,629,103.3,擴建研發測試暨體驗中心2.5億，應研發費用0.5億，與智崴一同時發行,2013/7/1,研發支出
5263,52633,智崴三,195,100.25,償還銀行借款8億元及支應研發費用4億元,2020/10/12,償還銀行借款
5263,52634,智崴四,193,99.9,償還銀行借款8億元及支應研發費用4億元,2020/10/15,償還銀行借款
5263,52635,智崴五,181,101,償還銀行借款8億,2024/3/4,償還銀行借款
5281,52811,大峽谷一KY,101.75,81,,1900/1/0,
5284,52841,jpp一KY,144,102.5,現金增資11.5億，2300張/50元，JPP一募得2億，償還銀行借款1.23億，充實營運資金1.91億,2015/10/23,償還+充實
5284,52842,jpp二KY,124.85,87,償還銀行借款3.45億，充實營運資金0.52億。現增1.97億/4200張/47元,2019/11/28,償還+充實
5284,52843,jpp三KY,202,95.05,償還銀行借款6.4億，發行CB3共3000張，詢圈100.5發行，同時辦現增3000張，113元發行,2024/11/4,借新還舊
5285,52851,界霖一,260,93,興建廠房2.3億，買機器及研發設備2.2億，償還銀行借款2.7億,2014/9/9,償還銀行借款
5285,52852,界霖二,177,98.1,償還銀行借款6億,2018/10/17,償還銀行借款
5288,52881,豐祥一KY,170,96,償還銀行借款5.19億,2022/6/8,償還銀行借款
5289,52891,宜鼎一,192,103.2,償還銀行借款0.72億，充實營運資金4.27億,2015/10/15,償還+充實
5291,52911,邑昇一,238,108,償還銀行借款1.49億，現增0.495億/3000張/16.5元,2019/8/12,償還銀行借款
5306,53061,訊康一,111.1,100,,,
5306,53063,桂盟三,129,99.6,償還銀行借款10.3億,2020/10/30,償還銀行借款
5306,53064,桂盟四,129,98.5,第三次有擔保轉換公司債到期還本之資金需求10億，實營運資金0.84億,2023/11/8,充實營運資金
5309,53091,系統電一,182,107,,2009/9/5,
5309,53092,系統電二,155,99.6,充實營運資金2.5億，償還銀行借款1.1億，轉投資大陸地區0.89億,2012/3/6,償還+充實
5309,53093,系統電三,139.05,99.15,償還銀行借款4億,2015/1/12,償還銀行借款
5309,53094,系統電四,138.95,99.75,償還銀行借款1億，充實營運資金4.05億。,2020/10/20,償還+充實
5309,53095,系統電五,212,97.8,充實營運資金5.02億,2023/8/8,充實營運資金
5310,53101,天剛一,114.15,60,,,
5315,53151,光聯一,102.2,99,,,
5315,53152,光聯二,133,97,,,
5315,53153,光聯三,115,101.5,,2009/12/18,
5321,53211,美而快一,107.2,93,現金增資2億，2500張/80元，每而快一募得2.11億，償還銀行借款3億，充實營運資金1.11億,2024/3/4,償還+充實
5328,53281,華容一,154,124,,,
5328,53282,華容二,173,100,,2007/12/31,
5345,53451,天揚一,127.8,59,,,
5346,53461,力晶一,119.8,27.2,,2005/6/17,
5346,53462,力晶二,121,28.5,,2005/6/17,
5349,53491,旭展一,114,59,0,,
5351,53511,鈺創一,156,118.1,,,
5351,53512,鈺創二,110,96.5,,2010/6/7,
5351,53513,鈺創三,113.5,90,償還銀行借款8.06億,2022/5/24,償還銀行借款
5355,53551,佳總一,645,99,,,
5355,53552,佳總二,300,105.2,,2007/1/16,
5355,53553,佳總三,230,105.1,償還銀行借款1.2億，充實營運資金0.3億,2012/1/18,償還+充實
5371,53711,中光一,239,106.95,,,
5381,53811,合正一,132.65,85,,,
5381,53812,合正二,211,95.2,,,
5381,53813,合正三,155,91.8,,2008/5/20,
5386,53861,青雲一,110.05,101,,,
5388,53882,中磊二,170,115,,,
5388,53883,中磊三,316,107,,2010/7/27,
5388,53884,中磊四,210,97.9,償還銀行借款4.06億，充實營運資金1.94億,2011/8/30,償還+充實
5388,53885,中磊五,200,97.7,購置辦公大樓7.97億,2012/8/31,資本支出
5388,53886,中磊六,150,99.6,償還銀行借款30.3億,2022/5/17,償還銀行借款
5388,53887,中磊七,120,99.5,充實營運資金7.9億，償還 108 年度第一次國內無擔保普通公司債到期本金23億，,2023/12/6,借新還舊
5392,53921,應華一,164,84.3,,,
5392,53922,應華二,118.8,96.5,,2009/12/29,
5392,53923,應華三,196,106.8,償還銀行借款6億,2013/4/24,償還銀行借款
5392,53924,應華四,132.9,98,,1900/1/0,
5403,54031,中菲一    ,123.05,100,,,
5425,54252,台半二,187,107,,,
5425,54253,台半三,377,107,,,
5425,54254,台半四,125,73.5,,2007/11/12,
5425,54255,台半五,150,99.5,購置機器設備及增建相關廠務設施11.57億,2018/3/2,資本支出
5426,54261,振發一    ,285,100,,,
5434,54341,崇越一,277,100,,,
5434,54342,崇越二,193,104.1,現金增資10.5億，崇越二募得10.1億，購置自有辦公大樓54億,2023/6/29,資本支出
5442,54421,世峰一,108,32.5,,,
5442,54422,世峰二,193,123.95,,,
5450,54501,南良一,134,101.65,償還銀行借款5.81億,2023/3/21,償還銀行借款
5452,54521,佶優一,133.5,99.8,償還銀行借款7億,2011/9/22,償還銀行借款
5455,54551,訊利一,121.3,90,,,
5455,54552,訊利二,118,97.2,,,
5457,54571,宣德一,139.6,70,,,
5457,54572,宣德二,121,97.9,現金增資10億，宣德二募得10億，充實營運資金7.4億，償還銀行借款12.6億,2021/3/10,償還+充實
5457,54573,宣德三,114.25,85.65,償還銀行借款20.2億,2024/3/6,償還銀行借款
5464,54641,霖宏一,152,101.1,購置機器設備2億,2011/7/25,資本支出
5466,54661,泰林一,229,103,,,
5466,54662,泰林二,169,100,,,
5469,54691,博德一,104.8,93.05,,2010/8/24,
5473,54731,矽成一,124,83,,,
5475,54751,德宏一,257,83.2,,,
5475,54752,德宏二,160,98,,,
5475,54753,德宏三,124,99.3,,2010/9/10,
5475,54754,德宏四,118,102.6,償還銀行借款3億，充實營運資金1.34億，轉投資海外事業(間接投資大陸子公司)2.65億，與德宏六德宏五同時發行,2012/6/1,償還+充實
5475,54755,德宏五,113.5,101.1,償還銀行借款3億，充實營運資金1.34億，轉投資海外事業(間接投資大陸子公司)2.65億，與德宏六德宏四同時發行,2012/6/1,償還+充實
5475,54756,德宏六,113.5,101.1,償還銀行借款3億，充實營運資金1.34億，轉投資海外事業(間接投資大陸子公司)2.65億，與德宏五德宏四同時發行,2012/6/1,償還+充實
5475,54757,德宏七,141,101.55,償還銀行借款2億,2014/2/24,償還銀行借款
5475,54758,德宏八,110,100.4,償還銀行借款2億,2015/2/4,償還銀行借款
5475,54759,德宏九,156,100.5,現金增資1.25億，25000張/5元，德宏九募得2億，償還銀行借款3.25億,2015/8/27,償還銀行借款
5478,54781,智冠一,193,107.55,,,
5490,54901,同亨ㄧ,136,92.05,,2008/7/3,
5491,54911,連展一,143,68,,,
5491,54912,連展二,153,94.1,,2009/7/26,
5491,54913,連展三,151,98.55,償還銀行借款3億，發行有擔保CB3共3000張3年期,1900/1/0,借新還舊
5493,54931,三聯一,160,95,,,
5498,54981,凱威一,192,100.5,,,
5498,54982,凱崴二,128.9,100,償還銀行借款3.5億,2011/10/24,償還銀行借款
5498,54983,凱崴三,110,94,廠房修繕工程及購置機器設備4億,2021/5/10,資本支出
5505,55051,和旺一,309,93,,2008/6/16,
5505,55052,和旺二,124,99,,2010/10/21,
5512,55121,力麒一,189,96.6,,,
5512,55122,力麒二,185,55,,2007/10/25,
5512,55123,力麒三,165,102,,2009/9/19,
5512,55124,力麒四,116,90,,2010/10/1,
5519,55191,隆大一,105.2,99.75,償還銀行借款3億，與隆大二同時發行,2015/9/16,償還銀行借款
5519,55192,隆大二,104,93,償還銀行借款3億，與隆大一同時發行,2015/9/17,償還銀行借款
5519,55193,隆大三,159,105,償還國內第一次及國內第二次可轉換公司債3.06億，償還銀行借款0.9億，與隆大四同時發行,2017/9/18,借新還舊
5519,55194,隆大四,159,103.3,償還國內第一次及國內第二次可轉換公司債3.06億，償還銀行借款0.9億，與隆大三同時發行,2017/9/19,借新還舊
5522,55221,遠雄一,244,99.5,,,
5522,55222,遠雄二,218,100,,,
5522,55223,遠雄三,114,89,,2008/6/20,
5522,55224,遠雄四,114,75,,2008/6/20,
5522,55225,遠雄五,108.5,97,償還銀行借款20億，與遠雄六同時發行,2012/3/8,償還銀行借款
5522,55226,遠雄六,105,95,償還銀行借款20億，與遠雄五同時發行,2012/3/9,償還銀行借款
5523,55231,宏都一,137.2,56,,2007/6/13,
5529,55291,志嘉一,105,97,償還銀行借款2.08億，充實營運資金1.92億,2015/1/23,償還+充實
5534,55341,長虹一,503,102.7,,,
5534,55342,長虹二,585,94.5,,2006/9/12,
5534,55343,長虹三,190,97,償還銀行借款8億,2011/6/14,償還銀行借款
5536,55361,聖暉一,202,108,充實營運資金7.42億，償還銀行借款5.7億，共13.12億。CB8億，現增5.04億(3000/168元),2020/11/27,借新還舊
5538,55381,東明一KY,115.5,95,償還銀行借款4.01億,2018/8/23,償還銀行借款
5543,55431,桓鼎一KY,123,99.6,現金增資0.9億，1500張/60元，桓鼎二、桓鼎一、募得3.02億，償還銀行借款3.08億，充實營運資金0.83億，與桓鼎二同時發行,2021/7/12,償還+充實
5543,55432,桓鼎二KY,112.1,99.85,現金增資0.9億，1500張/60元，桓鼎二、桓鼎一、募得3.02億，償還銀行借款3.08億，充實營運資金0.83億，與桓鼎一同時發行,2021/7/13,償還+充實
5543,55433,桓鼎三KY,102,101,現金增資1.16億，2000張/58元，桓鼎四、桓鼎三、募得2億，償還銀行借款1.11億，充實營運資金2.04億，與桓鼎四同時發行,2022/12/14,償還+充實
5543,55434,桓鼎四KY,107,93,現金增資1.16億，2000張/58元，桓鼎四、桓鼎三、募得2億，償還銀行借款1.11億，充實營運資金2.04億，與桓鼎三同時發行,2023/2/21,償還+充實
5546,55461,永固一KY,111,88,償還銀行借款3.069億，充實營運資金6.944億，共計十億，CB8億同時辦理2億現增3300張/61元,2020/12/16,借新還舊
5603,56031,陸海一,113.4,95.5,,2011/4/19,
5608,56081,四維一,280,103.5,,,
5608,56082,四維航二,302,107,,,
5608,56083,四維航三,114.45,95,,2010/1/4,
5608,56084,四維航四,105,98,轉投資子公司6.5億，與四維航五同時發行,2015/2/11,轉投資
5608,56085,四維航五,101.6,94.5,轉投資子公司6.5億，與四維航四同時發行,2015/2/12,轉投資
5608,56086,四維航六,128,100,現金增資4億，四維航六募得5億，轉投資子公司—Dong Lien Maritime S.A. Panama 9億,2023/6/21,轉投資
5608,56087,四維航七,125,101,轉投資子公司—Dong Lien Maritime S.A. Panama 6億,2024/12/17,轉投資
5820,58201,日盛一,113,92,,,
5871,58711,中租一KY,113.1,94.05,償還銀行借款60.3億,2021/12/16,償還銀行借款
5904,59041,寶雅一,168,100,,,
5905,59051,南仁1A,242,107,,,
5905,59052,南仁1B,176,103,,,
5905,59053,南仁湖二 ,150,60,轉投資海景公司5億，渡假村第四期改造案2億，高鐵烏日段投資案1億，泰安服務區投資案0.6億，充實營運資金1.4億,2011/9/19,充實營運資金
5905,59054,南仁湖三,127.3,100,,1900/1/0,
5905,59055,南仁湖四,200,100,償還銀行借款6億,2021/5/18,償還銀行借款
6004,60042,元京證二,192,115,,,
6015,60151,宏遠證一,133.6,92.7,充實營運資金4.24億，償還借款4億,2021/6/11,償還+充實
6015,60152,宏遠證二,125.1,97.6,充實營運資金0.08億，償還國內第一次無擔保轉換公司6億,2024/1/5,借新還舊
6016,60161,康和一,211,98,,,
6022,60221,大眾證一,171,86.5,,2007/12/28,
6104,61041,創惟一,146,97,償還銀行借款5.07億,2022/8/26,償還銀行借款
6105,61051,瑞傳一,136,115,,,
6105,61052,瑞傳二,158,100.5,0,,
6105,61053,瑞傳三,152,105,0,1900/1/0,
6107,61071,華美一,130.9,99.2,,1900/1/0,
6108,61081,競國一,173,107,,,
6108,61082,競國二,305,64.85,,2008/8/4,
6108,61083,競國三,114,90,,2010/10/4,
6110,61101,艾群一,110.9,78.5,,,
6110,61102,艾群二,110,73,,,
6111,61111,大資資一,129,101.05,,,
6111,61112,大宇資二,110.95,91.9,現金增資3.38億，5200張/65元，大宇資二募得3億，償還銀行借款1.72億，轉投資子公司合正2.88億，充實營運資金1.77億,2024/9/10,償還+充實
6112,61121,聚碩一,110.5,97.5,,,
6114,61141,翔昇一,128.9,100.05,,,
6115,61151,鎰勝一,166,102,,,
6115,61152,鎰勝二,216,86.5,,2006/11/20,
6115,61153,鎰勝三,175,100,償還銀行借款8億,2012/6/22,償還銀行借款
