id,type,date,company,code,source,category,importance,content,tags,importance_num,related_companies
349,個股報導,2025/10/13,大立光,3008,美系券商,美系升目標,⭐⭐⭐⭐,"• 展望4Q預估毛利率進一步攀升，因20MP以上高畫素鏡頭出貨比重約達20-30%。
• 長期手機鏡頭升級趨勢：配備更多光圈模組、可變光圈鏡頭等。
• 上修明後年EPS至$204/$214。",#鏡頭 #高畫素,4,
350,個股報導,2025/10/14,南亞科,2408,美系券商,法說會後-重申正向,⭐⭐⭐⭐,"• 3Q result符合預期，上修今年出貨量年增5成。
• 維持DDR4將缺貨數季預告不變。
• DDR5 16Gb 6400Mbps模組即將上市。
• WoW預計明年開始貢獻營收。",#DDR4 #DDR5 #法說會,4,
351,個股報導,2025/10/15,緯穎,6669,美系券商,OCP大會-升目標,⭐⭐⭐⭐,"• 參加OCP大會，觀察緯穎提出因應未來水冷、電源改變上對應技術與設計。
• 上修明後年EPS至$229/$261。",#OCP #水冷,4,
352,個股報導,2025/10/15,台達電,2308,美系券商,800VDC-升目標,⭐⭐⭐⭐⭐,"• 明年伺服器電源升級，台達電為主要受益廠商。
• 預估4Q營收季增25-30%。
• Nvidia正式發布800V直流供電生態系，讓相同銅導體傳輸電力提升超過150%。
• 上修今明年EPS至$29/$35.2。",#800VDC #Power_Rack,5,
353,個股報導,2025/10/16,川湖,2059,美系券商,美系升目標,⭐⭐⭐⭐,"• 上修25-27年EPS至$86.8/$145.7/$199.7。
• 觀察重點：rack-level出貨增、ASIC伺服器高客製化、dollar content增。
• 預期明後年毛利率再推升至76.7%/78.2%。",#rack-level #ASIC,4,
354,個股報導,2025/10/16,緯穎,6669,美系券商,OCP展覽-ORW機櫃,⭐⭐⭐⭐,"• 在OCP看展，觀察緯穎是唯一展示ORW機櫃。
• 推估緯穎是AMD「Helios」機櫃設計與製造合作夥伴。
• AMD宣布Oracle將成為MI450 GPU系列首發合作夥伴。",#ORW #AMD #Helios,4,
355,個股報導,2025/10/17,緯穎,6669,美系券商,美系升目標,⭐⭐⭐⭐,"• ASIC伺服器產品轉換已成市場共識。
• 觀察GPU伺服器接下來還會新增一個客戶，同時取得新的AMD GPU專案，預期明下半年開始貢獻營收。
• 上修25/26年EPS至$255.8/$287。",#GPU #AMD #ASIC,4,
356,個股報導,2025/10/17,奇鋐,3017,亞系券商,散熱產業-亞系上修,⭐⭐⭐⭐⭐,"• 主流AI晶片TDP將於明年中升級至約2,000瓦以上，到2027年AI晶片TDP很可能突破3,000瓦。
• MCL可能成為2027年後針對3,000W以上晶片最具可行性散熱解決方案。",#MCL #TDP #3000W,5,
357,個股報導,2025/10/17,台積電,2330,美系券商,3Q法說會,⭐⭐⭐⭐⭐,"• 3Q毛利率/EPS優於預估。
• 全力擴充明年CoWoS產能。
• 上調25-27年EPS至$63.6/$76/$102.9。",#CoWoS #法說會,5,
358,個股報導,2025/10/17,健策,3653,亞系券商,散熱產業-首次覆蓋,⭐⭐⭐⭐,"• 亞系首次覆蓋健策。
• MCL可能成為2027年後針對3,000W以上晶片最具可行性散熱解決方案。
• 預期MCL要到2027年下半年才量產。",#散熱 #MCL,4,
359,個股報導,2025/10/20,東元,1504,美系券商,美系初評正向,⭐⭐⭐⭐,"• 預估25-27年EPS:$2.4/$4.4/$7.2。
• 除模組化資料中心大案外，馬達業務也開始復甦，主要受中東地區石油、天然氣與海水淡化專案帶動。",#MDC #馬達 #中東,4,
360,個股報導,2025/10/20,聯亞,3081,美系券商,美系重申正向,⭐⭐⭐⭐,"• 矽光子出貨放量將推動4Q25成長。
• 預估10/11月營收月增幅達20%，InP基板供應逐步改善，產品組合持續往800G/1.
• 6T高速傳輸雷射升級。",#矽光子 #800G #1.6T,4,
361,個股報導,2025/10/21,緯穎,6669,澳系券商,澳系升目標,⭐⭐⭐⭐⭐,"• 看到AWS ASIC伺服器強勁需求，預估今年已貢獻營收比5成，明年T3導入後預估營收再成長35%。
• 上修25-27年EPS：$252/$317/$402。",#AWS #T3 #ASIC,5,
362,個股報導,2025/10/21,富世達,6805,亞系券商,亞系升目標,⭐⭐⭐⭐,"• 今年伺服器表現優於原本預估，預期今年後伺服器營收比將上升至超過4成以上。
• UQD 3Q優於預期，明年水冷導入後更具上行空間。
• 上修25-27年EPS至$31.1/$52.1/$70.5。",#水冷 #伺服器,4,
363,個股報導,2025/10/22,緯穎,6669,亞系券商,亞系升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$239.5/$287.5/$329。
• AWS ASIC過渡轉換期已為市場共識，GPU伺服器預估明年交付Oracle 2k。",#AWS #GPU #Oracle,5,
364,個股報導,2025/10/22,東元,1504,美系券商,MDC-重申正向,⭐⭐⭐⭐,強調在模組化資料中心扮演基礎設施建置。開始為美國大型搜尋引擎客戶服務，該客戶用GB200機櫃架構。,#MDC #GB200,4,
365,個股報導,2025/10/22,南電,8046,美系券商,美系升目標,⭐⭐⭐⭐⭐,"• 上修26-27年EPS至$15.2/$24.2。
• 觀察ABF 25-27年市場TAM成長24%，產能成長率僅11%，預期明下半年ABF產業達供需平衡，後年出現12%供給缺口。
• 明年預估BT/ABF每季皆會有5-10%漲幅。",#ABF #BT #供需缺口,5,
366,個股報導,2025/10/27,南亞科,2408,美系大行,記憶體產業再上修,⭐⭐⭐⭐⭐,DDR4在switch裡繼續採用。DDR4供給缺口有機會接近10-15%上緣。,#DDR4 #缺貨,5,
367,個股報導,2025/10/27,華邦電,2344,美系大行,記憶體產業-升目標,⭐⭐⭐⭐,預估4Q毛利率再升。,#記憶體 #毛利率,4,
368,個股報導,2025/10/27,貿聯,3665,亞系券商,亞系升目標,⭐⭐⭐⭐,"• 上修25-27年EPS至$43/$60/$74.7。
• 隨資料傳輸速率升級，貿聯持續受惠AEC滲透率提升。
• 預估HPC營收25-27年佔比34%/44%/49%。",#AEC #HPC #800G,4,
369,個股報導,2025/10/27,台達電,2308,美系券商,美系升目標,⭐⭐⭐⭐⭐,"• GB300伺服器機櫃中電源每瓦特價值比GB200高2成，推升OPM，未來800 VDC受益可期。
• 上修25-27年EPS至$23.6/$34.5/$41.3。",#電源 #GB300 #800VDC,5,
370,個股報導,2025/10/27,富世達,6805,美系券商,美系升目標,⭐⭐⭐⭐,"• 從9月自結反應獲利能力提升，判斷來自水冷零組件佔比提升。
• 預估水冷零組件營收比從2024年3%提升至2027年49%。",#水冷 #零組件,4,
371,個股報導,2025/10/28,貿聯,3665,美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行上修25-27年EPS至$43.8/$57.8/$69.
• 8，給予明年30xPE評價，同步升目標。
• 券商指出AEC 過去只有一家ASIC在使用，從今年下半年開始已陸續導入多家CSP的GPU伺服器，主要用在scale-out 架構上，未來scale-up 上也有龐大潛力市場。
• 再來，另個產品領域：電源互連（Power Interconnect），近月也得到許多關注，應用在GB200/300 與 VR 機櫃等，預估今明年貢獻營收比達5%/10%。",#AEC #電源互連 #GPU,5,
372,個股報導,2025/10/28,景碩,3189,美系券商,營運展望,⭐⭐⭐⭐,"• 3Q result 不如美系券商預期，券商認為來自成本上升，而BT/ABF漲價效應要在1-2個月後才會顯現，因此，認為4Q毛利率能上升6 個百分點至 25%，帶動獲利季增100%。
• 至於現增案，券商認為主要因應擴廠需求，若全數執行恐稀釋15%，不過券商表示這只是預先公告，實際籌資金額與投資規模仍在討論中。",#BT #ABF #現增,4,
373,個股報導,2025/10/28,奇鋐,3017,亞系券商,EPS上修,⭐⭐⭐⭐⭐,"• 亞系券商調升25-27年EPS至$46.7/$63.4/$77.
• 2，以29xPE評價，同步升目標。
• 券商指出3Q毛利率有望達到歷史高的26.7%，短期（4Q25-1Q26)仍舊受益於強勁的ASIC & GPU訂單能見度。
• 中長期：觀察明下半年水冷案更多，持續保持領先地位，預期明年越南產能至少還要擴充出5成。
• 綜上，調升25-27年財務模型預估。",#水冷 #ASIC #GPU,5,
374,個股報導,2025/10/28,景碩,3189,美系券商,3Q財報分析,⭐⭐⭐⭐,"• 3Q result不如預期，來自成本上升，BT/ABF漲價效應要1-2月後顯現。
• 預期4Q毛利率上升6個百分點至25%。",#BT #ABF #漲價,4,
375,個股報導,2025/10/28,貿聯,3665,美系大行,美系升目標,⭐⭐⭐⭐,"• 美系上修25-27年EPS至$43.8/$57.8/$69.8，給予30xPE評價。
• AEC已導入多家CSP的GPU伺服器。",#AEC #電源互連,4,
376,個股報導,2025/10/28,奇鋐,3017,亞系券商,亞系升目標,⭐⭐⭐⭐,"• 亞系調升25-27年EPS至$46.7/$63.4/$77.2，以29xPE評價。
• 3Q毛利率有望達歷史高26.7%。",#水冷 #ASIC,4,
377,個股報導,2025/10/29,致茂,2360,美系大行,EPS上修,⭐⭐⭐⭐,"• 美系大行上修25-27年EPS至$18.4/$23.4/$27.
• 4，以明年35xPE評價，同步升目標。
• 券商預期電源與半導體測試推動成長。
• 由於每機櫃功率上升，需使用更高密度電源供應器（PSU）及備援電池（BBU），為測試業務帶來額外成長機會。
• 預估預估電源測試營收今明年年增幅 49% /38%。
• 半導體類，下一輪 AI GPU CoWoS 封裝週期將於 2025 年底至 2026 年初啟動，更高密度量測應用（如晶圓級多晶片模組 WLCM）將帶來新需求。
• 預估半導體與光電相關業務今明年營收增幅43% /41%。",#測試設備 #PSU #BBU,4,
378,個股報導,2025/10/29,聯發科,2454,美系大行,降目標,⭐⭐⭐,"• 美系大行承上觀察：因成本都在上升，但認為難以轉嫁成本。
• 且DRAM+NAND 成本約為 110 美元，與高階天璣 9400 晶片售價（110–120 美元）相近。
• 券商預估4Q營收季增0-5%，但毛利率降至47%，反映中低階 5G SoC 競爭激烈。
• 下修明後年EPS至$69.3/$93.8，同步降目標。",#天璣 #成本上升,3,
379,個股報導,2025/10/29,欣興,3037,美系券商,營運展望,⭐⭐⭐⭐,"• 3Q result不如美系預期，因成本上升，但漲價效應要到4Q才會展現。
• 預期4Q營收季增3%，ABF/BT 售價提升及 ABF 訂單動能改善，不過HDI 與 PCB 因消費性電子產業進入淡季。
• 預期明年年中動能來自新一代 CPO 基板，規格可能達 150mm × 150mm × 28 層，單價約 300–400 美元。",#ABF #BT #CPO,4,
380,個股報導,2025/10/29,國巨,2327,美系大行,升評升目標,⭐⭐⭐⭐⭐,"• 美系大行將國巨的評等調升為正向，同時調高25-27年EPS至$11.
• 3/$14.1/$16.4，給予明年20.5xPE評價，同步升目標。
• 券商早在2022年就指出國巨轉型為全球電子零件整合供應商。
• 展望4Q，預期優於季節性表現；受惠於電子產業需求增強、鉭電容價格上漲，以及芝浦電子（Shibaura）併購整合。
• 預估4Q營收季增4%，毛利率預期季增 0.5 個百分點至 36.
• 3%，主因鉭電容售價上升及併購芝浦電子效益。
• 預估4Q EPS $3.21。
• 總體產能利用率預期與3Q持平，明年進一步上升。",#被動元件 #鉭電容,5,
381,個股報導,2025/10/29,"京元電
日月光","2449
3711",美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行指出半導體通膨（價格上漲）已經開始了；台積電漲價、記憶體供應商的報價能力提升、預期矽晶圓片也會上漲，認為漲勢也會延續到封測。
• 預估先進封裝價格將上漲 5–10%，這是自 COVID-19 晶片短缺以來首次漲價潮。
• 在眾廠之中，券商偏好京元電，因其獲利能力如EBITDA 利潤率顯著優於同業，且在探針與 ASIC 測試市場持續擴大市佔。
• *上修京元電25-27年EPS至$8.8/$9.5/$13.
• 6，給予明年14xPE評價，公布升目標。
• 反映AI GPU 測試需求強勁、ASIC 測試滲透率上升、及 AI 收入佔比提升，目前產能吃緊。
• *上修日月光25-27年至$8.6/$14/$20.1，給予明年16xPE評價。
• 同樣面臨產能吃緊，預期逐步將部分傳統打線封裝產線轉為flip-chip封裝以支援更多 AI 相關需求。
• 產品組合優化且ASP提升，因此上修獲利預估。",#封測 #漲價 #AI,5,
382,個股報導,2025/10/30,Celestica/智邦,2345,美系券商,產業解讀,⭐⭐⭐⭐,"• 美系解讀Celestica財報：
3Q財報優於預期，800G 網通交換機出貨加速。
• 1.6T 專案於 2026 下半年啟動，動能預期延續至 2027 年，除了Switch升級外，後面還有LPO/CPO 光模組及大規模乙太網路解決方案等。
• 券商認為對同業2345智邦也是正面解讀，除了產品升級趨勢明確外，券商也看到客戶群擴大，對智邦重申正向評等不變。",#800G #1.6T #LPO,4,
383,個股報導,2025/10/30,光寶科,2301,美系大行,營運展望,⭐⭐⭐⭐,"• 法說會後美系大行認為3Q OPM不如預期因受到關稅預付與研發投入增加有關。
• 不過，預估4Q營收展望正向；季增5%、年增23%。
• 明年資本支出增加，越南、台灣、美國產能皆要擴充。
• 會發行CB支應業務發展與股利。",#CB #擴產,4,
384,個股報導,2025/10/30,聯亞,3081,美系券商,EPS上修,⭐⭐⭐⭐,"• 3Q毛利率符合美系預期，OPM不如預期反應研發支出高於預估，然券商認為仍能透過營收規模成長，改善營運效率。
• 預估4Q營收季增近3成、年增146%，來自InP 基板供應改善 及 對 CW 雷射需求強勁。
• 明年新產能逐步開出，並同步推進 3 吋基板的矽光子 CW 雷射產品轉換。
• 券商上修 2027–2028 年預期，預期矽光子滲透率提高，產品組合升級至 1.
• 6T / 3.2T 高速傳輸方案。",#矽光子 #InP #CW雷射,4,
385,個股報導,2025/10/30,奇鋐,3017,亞系券商,EPS上修,⭐⭐⭐⭐⭐,"• 亞系券商調升26-27年EPS至$64.6/$78.7，以29xPE評價，同步升目標。
• 短期（4Q25-1Q26)訂單能見度強勁，券商預估營收逐季走揚，受益於伺服器水冷及高階手機VC動能。
• 目前總營收裡4成與AI有關，其中5成是水冷，預期明年水冷滲透率進一步提升，有望推升毛利率表現，且在越南還要至少再擴5成產能。
• 3C產品所用的VC展望也樂觀，券商預估也需在中國擴充產能。
• 其他方面如機殼，目前已有3家CSP客戶，明年還要新增一個。",#水冷 #VC #機殼,5,
386,個股報導,2025/10/30,雙鴻,3324,美系券商,EPS上修,⭐⭐⭐⭐,"• 美系券商預估4Q營收季增2成，其中一半是水冷，有望推升毛利率至29.
• 6%，上修25-27年EPS至$25.3/$46.8/$60.
• 7，以28xPE評價，同步升目標。",#水冷,4,
387,個股報導,2025/10/30,旺宏,2337,美系大行,營運展望,⭐⭐⭐,"• 昨日法說會後，美系大行維持正向觀察不變。
• 維持修正後的EPS預估：-1.86/$0.24/$0.86，目標不變。
• 3Q實際EPS-0.47低於券商預估的-0.37，認為反映去化庫存與匯率變化影響，但維持預估明年轉盈的目標不變。
• 對Nor 看法正向，預估在明年上半年之前報價仍能溫和成長。
• NAND 的需求與報價也在回升中，預期能改善公司毛利率。
• ROM則持續受益日系遊戲機。
• 總體而言，券商維持快閃記憶業務在此次記憶體的超級循環裡正向觀察不變。",#Nor #NAND #ROM,3,
388,個股報導,2025/10/31,台達電,2308,美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行上修25-27年至$23.7/$35/$42。
• 券商點出OPM是關鍵，雖研發與行銷費用仍占營收 15–20%，但預期 2024–2027 年營收年複合成長率達 27%，足以推動長期毛利率持續上升。
• Infra的OPM 上升至16.5%，顯示規模經濟效應逐步顯現。
• 維持「首選」。",#Infra #OPM #首選,5,
389,個股報導,2025/10/31,京元電,2449,亞系券商,EPS上修,⭐⭐⭐⭐,"• 亞系上修25-27年EPS至8.3/$8.3/$10。
• 券商認為除了Nviida還受惠於其他Broadcom、聯發科、Google TPU 等AI ASIC 客戶。
• 預期ASIC 收入佔比可達 25–28%，同步推升毛利率表現。",#ASIC #TPU,4,
390,個股報導,2025/10/31,台光電,2383,美系券商,EPS上修,⭐⭐⭐⭐,"• 美系雖下修今年至$42.8，但上修明後年至$70.5/$106.
• 2。
• 3Q毛利率、EPS不如券商預估與市場共識。
• 券商認為反映 AWS 案貢獻低於預期（該項目毛利率通常高於公司平均），及馬來西亞與中山新廠的初期量產成本上升。
• 預期4Q營收再增約 2%，新產能貢獻逾 10%。
• Google ASIC 伺服器專案啟動、800G 交換器需求成長，以及低軌衛星（LEO）需求帶動。
• 明年M9 預期於2Q開始貢獻。",#AWS #800G #Google,4,
391,個股報導,2025/10/31,川湖,2059,美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行再度上修25-27年EPS至$87.8/$130.8/$147.
• 8。
• 券商認為3Q毛利率雖受匯率影響，但預期領導地位仍在。
• 展望4Q, 預期營收季增5%，毛利率74.9%。
• 預期明年營收成長近3成，預期是AMD Helios 機櫃的潛在合作夥伴。",#機櫃 #AMD Helios,5,
392,個股報導,2025/10/31,日月光,3711,美系大行,營運展望,⭐⭐⭐⭐,"• 美系大行表示毛利率向上擴張穩在軌道上。
• 3Q毛利率為 17.1%，高於美系大行與市場共識的預估，預期4Q毛利率季增70-100bps。
• 封裝與測試利用率 維持在高水位，LEAP 與傳統進階封裝線幾乎滿載，明年持續擴大資本支出。",#封裝 #LEAP,4,
393,個股報導,2025/10/31,AI供應鏈,-,美系大行,產業趨勢,⭐⭐⭐⭐⭐,"• 美系大行針對CoWoS產能更新如下：

**台積電陣營：
*AMD上修：從 8 萬片增加至 9 萬片，反映即將推出的 MI400 系列需求。
• *Broadcom：無變化。
• 即便 Anthropic 宣布採用 TPU但券商認為 Broadcom 在向台積電下單時已將這「第四家客戶」納入。
• 維持明年2.8mn。
• *聯發科：無變化。
• 維持TPU 約 0.2m 顆。
• *AWS Trainium3 ：無變化。
• 2026 年出貨量預估維持1.2m。
• Anthropic仍以 AWS 為主要雲端服務夥伴與訓練平台，因此不構成衝擊。
• **非台積電陣營：上修
券商認為受惠台積電 CoWoS 產能吃緊外溢的需求，上修預估如下：
*日月光與矽品的 FoCoS／CoWoS 產能至今年底達 8,000 片/月，明年進一步擴充至 2 萬片/月。
• 有包括Broadcom TPU, Tomahawk switch、CEVP 及 AWS Trainium 3/2。
• *Amkor亦預期於年底達 1.5 萬片/月，明年擴增至 2 萬片/月。
• 支援 NVIDIA 的 Vera CPU 及非 GPU 產品，例如 N1X、車用晶片與 GB10。",#CoWoS #AMD #Broadcom,5,
394,個股報導,2025/11/03,嘉澤,3533,美系大行,降目標,⭐⭐⭐,"• 美系大行下修25-27年EPS至$67.8/$89.1/$101.
• 2，以明年17xPE評價，同步降目標。
• 券商主要認為SOC/AMD與QD插槽需求將於2026年下半年末起放量，主要貢獻落在2027年。
• 另以 QD 而言，GB300 compute tray採混合液冷設計（hybrid-cooled）僅搭載6組QD模組。
• 券商認為嘉澤的QD 營收貢獻需待 Nvidia 下一代 VR200 平台於下半年放量後才會顯著。",#QD #VR200,3,
395,個股報導,2025/11/03,散熱產業,"3017
6805
3324
2421",美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行表示GB300 伺服器機櫃的散熱元件價值將較 GB200 提升 200%，VR 對GB300伺的散熱元件價值再提升 17%。
• 且Vera Rubin computing trays 可能採標準化設計，對奇鋐、富世達正面解讀，尤其還是採用cold plate，Rubin Ultra 可能採用的MCCP/MCL等進階要到明年下半年才定案。
• ASIC方面：AWS Trainium 3 與 Meta 的 MTIA 專案都將採用水冷設計，Google TPU 明年轉向亞洲供應鏈。
• 綜上，鑑於水冷滲透率明年大幅提高，券商上修覆蓋裡的獲利預估，同步升目標。
• *升目標：3017奇鋐、6805富世達、3324雙鴻、2421建準",#GB300 #水冷 #散熱,5,
396,個股報導,2025/11/03,國巨,2327,美系券商,EPS上修,⭐⭐⭐⭐,"• 美系券商上修25-27年EPS至$11.3/$17.6/$22.
• 3，給予15x明年PB/ROE評價，同步升目標。
• 券商對上週法說會內容正向解讀，鉭質電容需求持續強勁，供需吃緊，將擴增墨西哥廠10-15%產能。
• 除了鉭質電容外，券商認為其他被動元件雖暫無漲價空間，但需求復甦正在各產品線發生，中期可望帶動營收展望改善。
• 中國/亞洲經銷商的庫存水位僅約3個月。",#被動元件 #鉭電容,4,
397,個股報導,2025/11/03,聯發科,2454,美系券商,降評,⭐⭐⭐,"• 法說會後，一家美系降評，下修25-27年EPS為$67.1/$70/$89.
• 9，同步降目標。
• 券商調降明後年毛利率至45.9%/45.3%，OPM降至17.
• 0%/18.6%，反映成本上揚、研發支出增、主要產品毛利率被稀釋及ASIC業務對當前營運槓桿有限。",#毛利率下降 #ASIC,3,
398,個股報導,2025/11/05,奇鋐,3017,澳系券商,EPS上修,⭐⭐⭐⭐⭐,"• 澳系券商觀察三大成長引擎：1）明年GPU+ASIC 明年貢獻水冷營收翻倍 2）機殼明年產能增4成，rack產能年增6倍 3）iPhone 今年開始導入VC, 明年新增iPad。
• 券商上調25-27年EPS至$48/$72.5/$90，給予27年的20xPE評價，同步升目標。",#水冷 #機殼 #VC,5,
399,個股報導,2025/11/05,環球晶,6488,美系券商,EPS上修,⭐⭐⭐⭐,"• 3Q miss美系券商預期，係因海外廠加速客戶認證與試產產生的額外成本，還有德州子公司會計準則變更影響，以及夏季電費。
• 展望4Q，不再新增折舊，毛利率會改善。
• 記憶體佔營收比3-4成，預期明年價格趨勢改善。
• 整體晶圓產業目前仍有 5–10% 供過於求，不過預期27年會有新的需求上升循環，來自記憶體與AI需求。
• 12 吋 SiC 產線將於 2026 年上半年逐步放量。
• 預估25-27年EPS$14.6/$27.3/$30.5,給予明年18xPE評價。",#晶圓 #SiC #記憶體,4,
400,個股報導,2025/11/05,愛普,6531,美系大行,營運展望,⭐⭐⭐⭐,"• 3Q轉盈繳出亮眼成績單。
• 美系大行預期4Q營收還會高過3Q, 由S-SiCap（Stacked Silicon Capacitor） 成長驅動，且interposer出貨持續強勁，加上DDR3 價格環境改善。
• 展望明年AI 與 HPC 應用有帶來高能見度。
• 維持正向評等。",#S-SiCap #interposer #DDR3,4,
401,個股報導,2025/11/05,世界,5347,美系大行,維持中性,⭐⭐⭐,"• 美系大行認為預期下半年折舊費用逐季上升；明年折舊將達 90–100 億（～相較今年86 億），並預期後年再度顯著上升。
• 券商擔憂後年起折舊壓力明顯放大，若要轉為正向評等，需看到12 吋廠更明確的長約（LTA）進展。
• 維持中性評價不變。",#晶圓代工 #折舊,3,
402,個股報導,2025/11/05,富世達,6805,美系券商、亞系券商,EPS上修,⭐⭐⭐⭐,"• 美系券商認為3Q毛利率27.7%優於預期，QD伴隨水冷滲透率提升而加速成長，Nvidia VR 運算托盤採用 CPX 規格也會帶來新增 QD 需求。
• 美系預期4Q營收季增15%、年增48%（～手機軸承+GB300貢獻）。
• 預估今明年EPS$31.4/$57.5,給予後年22xPE評價，同步升目標。",#QD #水冷 #GB300,4,
403,個股報導,2025/11/05,勤誠,8210,美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行評論明年對勤誠而言又是一個好年。
• 觀察在伺服器機殼與客製化機櫃市場持續取得市佔提升，降噪機櫃會再新增一個客戶。
• 預期客製化機櫃明年佔營收比達10-15%，AMD Helios 是潛在外卡。
• 券商上修25-27年EPS至$27.9/$32.3/$43.6，以明年30xPE評價，同步升目標。",#機殼 #機櫃 #AMD,5,
404,個股報導,2025/11/05,聯詠,3034,亞系券商,降評,⭐⭐,亞系券商考量電視需求疲弱與價格停滯，預期明年缺乏明顯成長催化劑。且認為股息吸引力下降，故降評至中性。,#IC設計 #電視,2,
405,個股報導,2025/11/06,華邦電,2344,美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 法說會後，美系大行再升目標，重申「首選」。
• 評價：上修至2026年的2.6倍P/B。
• 上修25-27年EPS至$1.14/$4.3/$7.2。
• 券商持續看好華邦電在DDR、NOR與SLC NAND的報價上升，以及未來CUBE擴產。
• 展望4Q，券商強調結構性的供應吃緊支撐營運表現，且4Q就算沒有庫存評價回沖，預期毛利率表現也能維持跟3Q相當。
• 上月宣布的355億元將用於高雄記憶體擴廠，計畫將晶圓產能由每月1.
• 5萬片提升至2.4～2.5萬片，並隨16奈米產能擴充而使bit出貨量翻倍。",#DDR #NOR #CUBE,5,
406,個股報導,2025/11/06,南電,8046,美系券商,營運展望,⭐⭐⭐⭐⭐,"• 美系券商認為3Q毛利率與營益率如預期改善，展望4Q, 預期營收季增4%，主要受惠於ABF與BT載板價格提升（預估ABF/BT單季價格分別上漲3–5%與10–15%）。
• 預期4Q毛利率將再上升2.6個百分點至12.9%（第3季為9.
• 6%）。",#ABF #BT #漲價,5,
407,個股報導,2025/11/06,金像電,2368,亞系券商,EPS上修,⭐⭐⭐⭐,"• 恭喜入MSCI 台灣指數！
• 亞系券商調升25-27年EPS至$17.7/$26.3/$30.
• 8，給予明年25xPE評價，同步升目標。
• 券商認為4Q將有優於市場之前悲觀預期的表現，預估營收季持平，延續3Q 高層數（64–80 層）800G switch PCB強勁需求。
• 明上半年隨AI PCB需求能見度提升而迎來復甦。
• 另外也上修3Q毛利率至34%（～前預估為31.9%），因因AWS ASIC需求及泰國廠順利擴產。",#AI PCB #800G #MSCI,4,
408,個股報導,2025/11/06,鴻海,2317,美系大行,營運展望,⭐⭐⭐⭐,"• 10月營收新高！
• 美系大行先暫維持4Q營收季增19%的預估，待11/12法說會指引。
• 同時券商預估3Q毛利率上升至6.2%，OPM 3.3%。
• 各產品線如伺服器及消費性都同步成長。
• 維持正向評等不變。",#10月營收新高 #伺服器,4,
409,個股報導,2025/11/06,貿聯,3665,美系大行,營運展望,⭐⭐⭐⭐,"• 恭喜入MSCI 台灣指數！
• 營收QTD達成券商預估數的33%，符合美系大行預估、優於市場預估。
• HPC事業成長強勁，由AEC及電源需求持續帶動。
• 維持正向評等不變。",#AEC #HPC #MSCI,4,
410,個股報導,2025/11/06,東元,1504,美系券商,EPS上修,⭐⭐⭐⭐,"• 恭喜入MSCI 台灣指數！
• 美系券商預估3Q毛利率將提升至24.6%（上半年為23.8%），主要受智慧工程（IE）業務（資料中心與離岸風電專案）的毛利改善帶動。
• 預估4Q營收季增12%、年增22%，馬達業務復甦、智慧工程加速成長，另外變壓器組裝產能明後年也先後在中壢、桃園擴產。
• 券商上修今明年EPS至$2.43/$4.6，同步升目標。",#馬達 #資料中心 #MSCI,4,
411,個股報導,2025/11/07,致茂,2360,美系大行,營運展望,⭐⭐⭐,"• 本季QTD營收達成美系大行預估數36%，優於預期。
• 券商持續正向看待致茂在電源與半導體測試領域的領先地位。",#測試設備,3,
412,個股報導,2025/11/07,建準,2421,美系大行,營運展望,⭐⭐⭐⭐,3Q毛利率創下歷史新高，美系大行對明年毛利率持續走高觀察正向，12月底前完成cold plate 風扇的客戶測試，並於2026年第一季開始量產，另外明年也會展開CDU量產。,#散熱 #風扇 #CDU,4,
413,個股報導,2025/11/07,南電,8046,美系券商,營運展望,⭐⭐⭐⭐⭐,"• 美系券商預期4Q ABF漲幅季增低至中個位數百分比（相較第三季為低個位數百分比），且於2026年第一季將加速上升。
• 明年有新供應商加入T-glass，但仍追不上需求。
• 此外，目前已有一個ASIC案，明年會再新增一個，另還有一個CSP CPU專案在明下半年量產。
• 最後觀察到E-glass交期正在拉長，顯示不僅高階ABF載板，連中低階產品線的價格環境也可能轉趨有利。
• 綜上，重申正向評等不變。",#ABF #BT #ASIC,5,
414,個股報導,2025/11/07,創意,3443,美系大行,EPS上修,⭐⭐⭐⭐⭐,"• 美系大行調升26-27年EPS至$40.7/$56.3，以明年44xPE評價，同步升目標。
• 券商預期明年至少有30%的營收貢獻來自Google,，根據Google TPU v6 的伺服器配置，推算 CoWoS 模組的 3 奈米 TPU 將對應約 75 萬顆 CPU 的需求，單價約 800 美元，因此上修 Google CPU 專案的貢獻。
• 其他如：加密貨幣動能至少延續至1H26；正與 Rivos 合作一項 3 奈米專案，並將採用 CoWoS 封裝、xAI 專案Turnkey 2（TK2），2H26貢獻營收；FuriosaAI 5 奈米 AI 加速器已完成流片；Meta集中於 NRE收入等。",#CoWoS #Google #TPU,5,
