丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2009/9/21,7523,7558.88,7439.03,7502.46,1242.63,1238.28,1273.2,160.11,127.97,32.14,2141货,23.0货,185货,160货,1.09窾,N/A,95.8窾,-5438,4.58窾,4.50窾,4690,N/A,245窾,7.30窾,7.81窾,5108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-23.0货,28767货,137货,160货,N/A,-5.14货,-260货,29.0货,34.2货,N/A,-12.1货,636货,33.1货,45.2货,N/A,-40.2货,29107货,199货,239货,N/A,N/A,N/A,N/A
2009/9/22,7522.83,7526.23,7463.41,7469.03,1126.05,1266.12,1225.84,160.12,134.4,25.72,2149货,7.75货,160货,151货,7991,N/A,95.3窾,-5244,4.13窾,4.01窾,4057,N/A,246窾,1.00窾,5.15窾,4.15窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-6.89货,28760货,135货,142货,N/A,-5.32货,-265货,26.7货,32.0货,N/A,-3.73货,632货,22.6货,26.3货,N/A,-15.9货,29091货,184货,200货,N/A,N/A,N/A,N/A
2009/9/23,7493.98,7534.66,7352.23,7376.76,1291.96,1257.75,1217.04,152.57,138.03,14.54,2132货,-16.5货,164货,179货,8485,N/A,92.7窾,-2.61窾,7.11窾,4.85窾,3463,N/A,245窾,-1926,3.02窾,3.21窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.0货,28779货,205货,186货,N/A,-13.3货,-279货,23.4货,36.7货,N/A,-18.0货,614货,31.3货,49.2货,N/A,-12.3货,29079货,260货,272货,N/A,N/A,N/A,N/A
2009/9/24,7372.11,7386.99,7280.04,7324.22,912.07,1144.32,1145.33,138.44,138.11,0.33,2147货,14.6货,113货,96.0货,1.24窾,N/A,93.3窾,6067,5.42窾,6.52窾,4937,N/A,247窾,1.18窾,3.21窾,2.02窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-49.1货,28730货,119货,168货,N/A,-8.20货,-287货,21.0货,29.2货,N/A,-9.51货,605货,17.0货,26.5货,N/A,-66.8货,29012货,157货,224货,N/A,N/A,N/A,N/A
2009/9/25,7298.37,7361.93,7284.33,7345.22,967.46,1108.03,1143.92,126.22,135.73,-9.52,2170货,23.0货,119货,95.2货,9258,N/A,93.7窾,4353,4.60窾,5.63窾,5953,N/A,265窾,17.9窾,20.3窾,2.41窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-25.4货,28705货,182货,207货,N/A,-7.99货,-295货,22.9货,30.9货,N/A,-3.62货,601货,20.4货,24.0货,N/A,-37.1货,28975货,225货,262货,N/A,N/A,N/A,N/A
2009/9/28,7332.49,7354.8,7257.63,7284.61,775.64,1014.64,1126.46,112.11,131.01,-18.9,2168货,-1.47货,94.1货,95.7货,7591,N/A,91.2窾,-2.47窾,5.12窾,3.77窾,1.14窾,N/A,261窾,-3.69窾,1.53窾,5.22窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-10.3货,28694货,141货,151货,N/A,-9.19货,-304货,15.4货,24.6货,N/A,-2.68货,598货,13.8货,16.5货,N/A,-22.1货,28953货,170货,192货,N/A,N/A,N/A,N/A
2009/9/29,7385.84,7436.29,7378.97,7429.98,1024.43,994.31,1130.22,109.62,126.73,-17.11,2165货,-3.33货,113货,118货,1.21窾,N/A,93.2窾,1.96窾,3.48窾,6.38窾,9357,N/A,262窾,9358,3.36窾,2.43窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,174货,28868货,315货,141货,N/A,3.73货,-300货,29.5货,25.8货,N/A,4.21货,603货,25.9货,21.7货,N/A,182货,29135货,370货,188货,N/A,N/A,N/A,N/A
2009/9/30,7456.57,7534.55,7443.88,7509.17,1262.96,988.51,1123.13,112.83,123.95,-11.12,2186货,20.5货,168货,146货,9405,N/A,94.5窾,1.31窾,4.53窾,6.63窾,7895,N/A,261窾,-1.57窾,2.45窾,4.02窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125货,28994货,308货,182货,N/A,7.38货,-293货,32.4货,25.1货,N/A,10.6货,613货,35.3货,24.7货,N/A,143货,29278货,376货,232货,N/A,N/A,N/A,N/A
2009/10/1,7581.38,7599.62,7492.62,7545.29,1361.74,1078.45,1111.38,117.78,122.72,-4.94,2200货,14.8货,183货,166货,1.15窾,N/A,95.5窾,1.00窾,4.38窾,5.90窾,5235,N/A,259窾,-1.67窾,1.73窾,3.40窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101货,29095货,284货,183货,N/A,4.04货,-289货,36.0货,31.9货,N/A,-2.48货,611货,32.9货,35.3货,N/A,102货,29380货,353货,251货,N/A,N/A,N/A,N/A
2009/10/2,7415.16,7483.43,7391.63,7411.88,1171.62,1119.28,1113.66,110.65,120.3,-9.65,2210货,10.1货,139货,128货,1.06窾,N/A,93.9窾,-1.65窾,6.11窾,4.93窾,4779,N/A,261窾,1.59窾,3.42窾,1.83窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-131货,28963货,188货,319货,N/A,-5693窾,-290货,28.9货,29.5货,N/A,-6.56货,604货,22.6货,29.1货,N/A,-138货,29242货,239货,378货,N/A,N/A,N/A,N/A
2009/10/5,7424.24,7437.98,7381.02,7437.98,995.71,1163.29,1088.96,103.74,116.99,-13.25,2235货,24.1货,130货,105货,6642,N/A,94.0窾,1495,4.06窾,4.68窾,4754,N/A,266窾,4.89窾,6.55窾,1.67窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-102货,28861货,180货,282货,N/A,-6.65货,-296货,25.0货,31.6货,N/A,-7.01货,597货,19.2货,26.2货,N/A,-116货,29126货,224货,340货,N/A,N/A,N/A,N/A
2009/10/6,7479.51,7566.88,7447.54,7536.05,1486.57,1255.72,1125.01,104.94,114.58,-9.64,2232货,-2.71货,186货,187货,1.19窾,N/A,95.8窾,1.75窾,3.86窾,6.07窾,4599,N/A,270窾,4.40窾,9.84窾,5.43窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95.7货,28957货,330货,234货,N/A,-2.50货,-299货,38.7货,41.2货,N/A,-5963窾,596货,32.6货,33.2货,N/A,92.6货,29219货,401货,308货,N/A,N/A,N/A,N/A
2009/10/7,7617.79,7619.03,7562.9,7608.66,1639.86,1331.1,1159.81,110.93,113.85,-2.92,2253货,21.2货,224货,201货,1.18窾,N/A,97.3窾,1.56窾,3.96窾,6.37窾,8467,N/A,273窾,3.36窾,11.0窾,7.63窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96.4货,29053货,330货,234货,N/A,-4.90货,-304货,39.3货,44.2货,N/A,6.79货,603货,37.6货,30.8货,N/A,98.3货,29317货,407货,309货,N/A,N/A,N/A,N/A
2009/10/8,7615.61,7635.66,7500.32,7503.31,1619.5,1382.65,1230.55,109.24,112.93,-3.69,2255货,2.27货,213货,208货,1.19窾,N/A,97.1窾,-2127,5.23窾,5.51窾,4950,N/A,275窾,1.92窾,5.39窾,3.47窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2495窾,29053货,257货,256货,N/A,-4.65货,-308货,40.9货,45.5货,N/A,-10.8货,592货,33.7货,44.5货,N/A,-15.2货,29302货,331货,346货,N/A,N/A,N/A,N/A
2009/10/9,7572.79,7597.79,7506.77,7571.96,1326.59,1413.64,1266.46,108.78,112.1,-3.32,2266货,10.6货,173货,161货,1.20窾,N/A,98.5窾,1.35窾,4.07窾,5.79窾,3651,N/A,293窾,17.7窾,20.0窾,2.30窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.1货,29071货,230货,212货,N/A,-6.21货,-314货,38.4货,44.6货,N/A,-5.43货,587货,28.9货,34.3货,N/A,6.44货,29308货,297货,291货,N/A,N/A,N/A,N/A
2009/10/12,7620.17,7620.17,7537.2,7599.88,1068.59,1428.22,1295.75,109.34,111.55,-2.2,2285货,18.9货,155货,135货,1.12窾,N/A,99.3窾,8625,3.65窾,5.29窾,7830,N/A,287窾,-6.37窾,6982,7.07窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-16.1货,29055货,150货,166货,N/A,8.49货,-306货,37.4货,28.9货,N/A,3.58货,591货,25.6货,22.1货,N/A,-4.08货,29304货,213货,217货,N/A,N/A,N/A,N/A
2009/10/13,7484.46,7607.41,7471.53,7596.6,1304.22,1391.75,1323.73,106.85,110.61,-3.76,2290货,5.57货,164货,159货,7854,N/A,97.4窾,-1.96窾,6.57窾,5.03窾,4239,N/A,281窾,-5.38窾,3.46窾,8.84窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-32.7货,29022货,224货,257货,N/A,-4.85货,-311货,28.0货,32.8货,N/A,9.85货,600货,36.5货,26.7货,N/A,-27.7货,29276货,288货,316货,N/A,N/A,N/A,N/A
2009/10/14,7649.07,7700.42,7618.79,7695.75,1496.03,1362.99,1347.04,112.42,110.97,1.45,2307货,16.2货,210货,192货,1.29窾,N/A,97.9窾,5478,4.28窾,5.64窾,8173,N/A,281窾,-4171,2.69窾,3.10窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106货,29128货,309货,203货,N/A,-3.08货,-314货,31.2货,34.2货,N/A,20.9货,621货,48.5货,27.5货,N/A,124货,29400货,388货,265货,N/A,N/A,N/A,N/A
2009/10/15,7778.35,7780.66,7692.58,7710.4,1654.62,1370.01,1376.33,119.16,112.61,6.55,2286货,-20.4货,212货,230货,9673,N/A,98.7窾,7768,4.58窾,5.89窾,5373,N/A,280窾,-7566,4.93窾,5.68窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215货,29343货,393货,178货,N/A,2.76货,-311货,47.3货,44.5货,N/A,1039窾,622货,39.5货,39.4货,N/A,218货,29618货,480货,262货,N/A,N/A,N/A,N/A
2009/10/16,7712.03,7738.04,7691.39,7715.1,1198.58,1344.41,1379.03,122.4,114.57,7.83,2297货,10.7货,152货,138货,1.42窾,N/A,98.6窾,-944,3.48窾,4.03窾,6519,N/A,310窾,29.6窾,32.2窾,2.63窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.4货,29372货,254货,226货,N/A,-4.78货,-316货,22.0货,26.8货,N/A,-2.36货,619货,26.6货,29.0货,N/A,21.2货,29639货,303货,281货,N/A,N/A,N/A,N/A
2009/10/19,7712.33,7758.13,7691.21,7751.32,1128.82,1356.46,1392.34,125.38,116.73,8.65,2315货,18.0货,158货,139货,1.11窾,N/A,98.8窾,1951,3.40窾,4.41窾,8169,N/A,310窾,6591,2.17窾,1.52窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-61.0窾,29372货,190货,190货,N/A,-2.87货,-319货,20.8货,23.6货,N/A,9.89货,629货,28.4货,18.5货,N/A,7.01货,29646货,240货,233货,N/A,N/A,N/A,N/A
2009/10/20,7808.03,7811.92,7753.52,7753.52,1276.98,1351.01,1371.38,128.69,119.12,9.57,2317货,1.97货,177货,174货,7589,N/A,97.4窾,-1.44窾,3.67窾,4.27窾,2.03窾,N/A,306窾,-4.23窾,1.78窾,6.00窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.5货,29432货,219货,159货,N/A,-7479窾,-320货,35.1货,35.9货,N/A,-5.62货,623货,27.3货,32.9货,N/A,54.2货,29701货,282货,228货,N/A,N/A,N/A,N/A
2009/10/21,7751.75,7774.4,7675.61,7701.5,1260.68,1303.94,1333.46,125.44,120.39,5.06,2328货,10.9货,163货,151货,7446,N/A,95.8窾,-1.53窾,5.56窾,4.96窾,9323,N/A,273窾,-33.4窾,5.32窾,38.7窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-31.0货,29401货,224货,255货,N/A,-17.0货,-337货,25.0货,41.9货,N/A,-2.02货,621货,23.0货,25.1货,N/A,-50.0货,29651货,272货,322货,N/A,N/A,N/A,N/A
2009/10/22,7692.75,7710.82,7577.89,7607.93,1401.93,1253.4,1311.7,114.52,119.21,-4.69,2336货,8.09货,176货,165货,1.65窾,N/A,92.8窾,-3.03窾,6.82窾,4.69窾,8904,N/A,278窾,5.46窾,15.3窾,9.85窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-130货,29271货,206货,336货,N/A,-12.3货,-349货,20.2货,32.5货,N/A,-14.4货,607货,26.5货,40.9货,N/A,-157货,29494货,253货,410货,N/A,N/A,N/A,N/A
2009/10/23,7651.64,7671.91,7614.75,7649.28,1187.43,1251.17,1297.79,106.27,116.62,-10.36,2355货,19.2货,159货,138货,1.22窾,N/A,94.5窾,1.66窾,3.87窾,6.03窾,4922,N/A,279窾,1.32窾,5.19窾,3.87窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-34.2货,29237货,202货,236货,N/A,-10.2货,-359货,23.2货,33.4货,N/A,1.91货,609货,26.2货,24.3货,N/A,-42.5货,29451货,252货,294货,N/A,N/A,N/A,N/A
2009/10/26,7701.19,7751.68,7658.22,7668.4,1063.25,1238.05,1297.25,101.81,113.66,-11.85,2354货,-6223窾,144货,143货,8963,N/A,94.4窾,-384,3.86窾,4.33窾,5060,N/A,280窾,6702,5.68窾,5.01窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.3货,29308货,198货,127货,N/A,-3.00货,-362货,24.8货,27.8货,N/A,6218窾,610货,26.1货,25.4货,N/A,68.9货,29520货,249货,180货,N/A,N/A,N/A,N/A
2009/10/27,7635.09,7657.34,7586.53,7657.34,968.24,1176.31,1263.66,93.4,109.61,-16.21,2366货,11.2货,120货,107货,1.27窾,N/A,92.0窾,-2.42窾,5.83窾,3.96窾,5435,N/A,278窾,-2.03窾,3.83窾,5.85窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-47.3货,29261货,176货,223货,N/A,-11.5货,-374货,23.3货,34.9货,N/A,-2.54货,607货,20.5货,23.0货,N/A,-61.4货,29459货,219货,281货,N/A,N/A,N/A,N/A
2009/10/28,7637.44,7675.15,7533.95,7533.95,1118.44,1147.86,1225.9,80.14,103.71,-23.58,2365货,-7946窾,134货,133货,8370,N/A,89.8窾,-2.17窾,6.34窾,4.86窾,6927,N/A,272窾,-6.37窾,2.47窾,8.84窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-109货,29152货,156货,266货,N/A,-1.41货,-375货,29.9货,31.3货,N/A,-17.5货,589货,22.9货,40.5货,N/A,-128货,29330货,209货,337货,N/A,N/A,N/A,N/A
2009/10/29,7417.13,7426.47,7233.63,7355.69,1462.64,1160,1206.7,50.77,93.13,-42.35,2332货,-32.4货,151货,181货,1.34窾,N/A,79.9窾,-9.97窾,15.4窾,6.03窾,6050,N/A,277窾,5.12窾,9.57窾,4.45窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-222货,28930货,168货,390货,N/A,-13.6货,-389货,21.1货,34.7货,N/A,-15.5货,574货,36.9货,52.4货,N/A,-251货,29079货,226货,477货,N/A,N/A,N/A,N/A
2009/10/30,7428.72,7433.21,7340.08,7340.08,1022.93,1127.1,1189.13,28.82,80.26,-51.44,2325货,-7.44货,112货,118货,1.12窾,N/A,81.9窾,2.08窾,4.90窾,7.37窾,3962,N/A,281窾,4.46窾,6.28窾,1.82窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-55.4货,28874货,183货,239货,N/A,5.22货,-383货,35.1货,29.9货,N/A,-17.2货,557货,18.2货,35.4货,N/A,-67.4货,29012货,237货,304货,N/A,N/A,N/A,N/A
2009/11/2,7238.3,7336.65,7218.89,7335.18,861.16,1086.68,1162.37,6.76,65.56,-58.81,2323货,-2.18货,95.6货,94.3货,1.72窾,N/A,78.4窾,-3.56窾,7.80窾,5.73窾,1.49窾,N/A,289窾,4.48窾,7.82窾,3.34窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.6货,28797货,127货,205货,N/A,-1.50货,-385货,26.6货,28.1货,N/A,-9.39货,547货,19.4货,28.8货,N/A,-88.5货,28923货,173货,262货,N/A,N/A,N/A,N/A
2009/11/3,7339.36,7368.28,7314.97,7322.93,799.41,1052.92,1114.61,-8.55,50.74,-59.29,2334货,10.9货,94.7货,82.2货,1.07窾,N/A,79.6窾,1.18窾,3.63窾,5.46窾,6443,N/A,286窾,-836,3.19窾,3.27窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-101货,28696货,115货,216货,N/A,3.73货,-381货,26.7货,23.0货,N/A,-7.15货,540货,14.2货,21.4货,N/A,-104货,28819货,156货,261货,N/A,N/A,N/A,N/A
2009/11/4,7375.82,7467.04,7365.26,7467.04,1014.12,1032.05,1089.95,-11.72,38.25,-49.97,2345货,11.6货,126货,112货,2.24窾,N/A,81.4窾,1.79窾,4.61窾,6.86窾,4608,N/A,290窾,4.59窾,11.1窾,6.55窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-32.7货,28663货,180货,213货,N/A,12.6货,-369货,31.7货,19.2货,N/A,6.96货,547货,30.1货,23.2货,N/A,-13.2货,28806货,242货,255货,N/A,N/A,N/A,N/A
2009/11/5,7471.61,7481.58,7412.74,7417.46,874.79,914.48,1037.24,-14.82,27.64,-42.45,2347货,1.71货,114货,111货,8698,N/A,82.7窾,1.31窾,3.19窾,4.72窾,2203,N/A,291窾,1.11窾,4.04窾,2.93窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-13.5货,28649货,145货,159货,N/A,-1.64货,-370货,21.0货,22.7货,N/A,-1.93货,545货,20.2货,22.1货,N/A,-17.0货,28789货,187货,204货,N/A,N/A,N/A,N/A
2009/11/6,7516.4,7521.01,7450.68,7463.05,933.33,896.56,1011.83,-13.71,19.37,-33.08,2345货,-1.68货,120货,121货,8697,N/A,84.9窾,2.24窾,3.19窾,5.55窾,1307,N/A,289窾,-2.46窾,2.56窾,5.01窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.5货,28695货,171货,126货,N/A,10.1货,-360货,29.1货,18.9货,N/A,-2.86货,542货,21.5货,24.4货,N/A,52.8货,28841货,222货,169货,N/A,N/A,N/A,N/A
2009/11/9,7562.59,7562.59,7512.5,7536.7,772.72,878.87,982.78,-7.69,13.96,-21.64,2348货,2.48货,101货,97.5货,6324,N/A,85.2窾,2550,3.34窾,4.40窾,8038,N/A,296窾,7.45窾,9.61窾,2.17窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.4货,28753货,165货,106货,N/A,-3.97货,-364货,21.9货,25.8货,N/A,5.00货,547货,19.9货,14.9货,N/A,59.5货,28901货,206货,147货,N/A,N/A,N/A,N/A
2009/11/10,7613.34,7614.54,7576.28,7593.49,972.43,913.48,983.2,1.69,11.5,-9.81,2335货,-12.7货,115货,127货,7378,N/A,84.9窾,-2310,3.90窾,4.31窾,6445,N/A,301窾,5.20窾,6.95窾,1.75窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.4货,28842货,231货,143货,N/A,9.19货,-355货,29.7货,20.5货,N/A,4.57货,552货,25.3货,20.7货,N/A,102货,29003货,286货,184货,N/A,N/A,N/A,N/A
2009/11/11,7603.68,7670.76,7555.83,7668.06,1023.49,915.35,973.7,12.71,11.74,0.97,2335货,-4852窾,118货,117货,1.02窾,N/A,85.4窾,4295,4.21窾,4.98窾,3414,N/A,299窾,-2.50窾,5.97窾,8.47窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109货,28950货,260货,152货,N/A,7.99货,-347货,23.3货,15.3货,N/A,17.3货,569货,35.9货,18.6货,N/A,134货,29137货,320货,185货,N/A,N/A,N/A,N/A
2009/11/12,7682.75,7709.89,7658.6,7670.93,1131.06,966.61,940.54,24.14,14.22,9.92,2338货,3.26货,136货,131货,1.23窾,N/A,86.6窾,1.22窾,3.66窾,5.29窾,4097,N/A,299窾,-1374,7.48窾,7.62窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.6货,29010货,279货,220货,N/A,2.89货,-344货,28.4货,25.5货,N/A,3.23货,572货,24.5货,21.3货,N/A,65.7货,29203货,332货,267货,N/A,N/A,N/A,N/A
2009/11/13,7651.13,7695.11,7639.57,7665.63,920.73,964.08,930.32,31.94,17.77,14.17,2338货,-2454窾,110货,109货,8003,N/A,87.0窾,4748,4.17窾,4.84窾,1919,N/A,296窾,-3.20窾,3.00窾,6.20窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.8货,29070货,206货,146货,N/A,-8295窾,-345货,19.5货,20.3货,N/A,1.90货,574货,24.1货,22.2货,N/A,60.9货,29264货,249货,188货,N/A,N/A,N/A,N/A
2009/11/16,7701.97,7792.68,7699.32,7792.68,1241.6,1057.86,968.37,45.89,23.39,22.49,2346货,8.80货,164货,153货,1.56窾,N/A,89.5窾,2.41窾,3.80窾,6.45窾,2383,N/A,308窾,12.6窾,15.6窾,2.99窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,138货,29208货,284货,146货,N/A,11.1货,-334货,36.2货,25.1货,N/A,9.35货,584货,31.2货,21.8货,N/A,158货,29422货,351货,193货,N/A,N/A,N/A,N/A
2009/11/17,7875.48,7875.48,7733.21,7733.21,1471.49,1157.67,1035.58,56.25,29.96,26.28,2334货,-12.0货,175货,186货,7062,N/A,90.9窾,1.48窾,5.15窾,6.94窾,3168,N/A,309窾,3546,7.85窾,7.49窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,186货,29394货,354货,168货,N/A,6.90货,-327货,38.6货,31.7货,N/A,-4.75货,579货,31.4货,36.2货,N/A,189货,29611货,424货,236货,N/A,N/A,N/A,N/A
2009/11/18,7766.68,7803.36,7737.59,7766.69,1369.39,1226.85,1071.1,63.71,36.71,27,2355货,20.3货,178货,155货,1.19窾,N/A,91.6窾,6647,5.69窾,6.66窾,3071,N/A,314窾,5.68窾,8.34窾,2.66窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.1货,29436货,305货,262货,N/A,-2.32货,-329货,27.4货,29.7货,N/A,5.71货,585货,31.8货,26.1货,N/A,45.5货,29656货,364货,318货,N/A,N/A,N/A,N/A
2009/11/19,7767.98,7797.41,7751.06,7759.98,1398.84,1280.41,1123.51,68.71,43.11,25.6,2374货,19.1货,201货,180货,8782,N/A,92.2窾,6255,4.73窾,5.71窾,3583,N/A,318窾,3.45窾,13.6窾,10.1窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-27.2货,29409货,181货,208货,N/A,-2104窾,-329货,45.1货,45.3货,N/A,9.85货,594货,36.9货,27.1货,N/A,-17.5货,29638货,263货,280货,N/A,N/A,N/A,N/A
2009/11/20,7741.72,7741.72,7649.19,7682.97,1337.38,1363.74,1163.91,65.63,47.61,18.02,2402货,28.3货,182货,153货,1.18窾,N/A,88.3窾,-3.93窾,7.63窾,4.58窾,8838,N/A,318窾,-107,5.16窾,5.17窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-119货,29290货,158货,277货,N/A,-16.0货,-345货,36.8货,52.8货,N/A,3.52货,598货,29.0货,25.5货,N/A,-131货,29507货,224货,356货,N/A,N/A,N/A,N/A
2009/11/23,7694.9,7714.7,7671.54,7687.15,1005.89,1316.6,1187.23,62.54,50.6,11.94,2415货,12.6货,147货,133货,1.05窾,N/A,88.2窾,-518,3.89窾,4.51窾,6660,N/A,311窾,-7.15窾,1.64窾,8.79窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.45货,29296货,133货,127货,N/A,-11.5货,-357货,27.2货,38.7货,N/A,-6013窾,597货,18.8货,19.4货,N/A,-6.70货,29500货,179货,185货,N/A,N/A,N/A,N/A
2009/11/24,7723.13,7735.91,7696.1,7714.56,1141.04,1250.51,1204.09,61.42,52.76,8.66,2424货,9.27货,166货,156货,6881,N/A,88.9窾,6549,3.52窾,4.71窾,5278,N/A,310窾,-1272,5.28窾,5.41窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.86货,29305货,156货,146货,N/A,-4.00货,-361货,31.9货,35.9货,N/A,-860窾,597货,19.9货,19.9货,N/A,5.78货,29506货,207货,202货,N/A,N/A,N/A,N/A
2009/11/25,7718.78,7784.28,7716.36,7756.31,1257.86,1228.2,1227.53,62.87,54.79,8.09,2432货,7.77货,162货,154货,6975,N/A,89.3窾,4166,4.24窾,5.15窾,4975,N/A,309窾,-1.78窾,2.75窾,4.53窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.4货,29361货,260货,204货,N/A,-5.80货,-367货,28.0货,33.8货,N/A,2.41货,600货,26.9货,24.5货,N/A,52.1货,29558货,315货,263货,N/A,N/A,N/A,N/A
2009/11/26,7795.26,7818,7733.75,7739.16,1267.43,1201.92,1241.16,63.63,56.55,7.07,2430货,-2.15货,170货,171货,1.03窾,N/A,89.0窾,-2807,3.88窾,3.96窾,3532,N/A,305窾,-3.17窾,8246,4.00窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.7货,29391货,176货,146货,N/A,-1.84货,-369货,44.8货,46.6货,N/A,1.62货,601货,27.8货,26.2货,N/A,29.5货,29588货,249货,219货,N/A,N/A,N/A,N/A
2009/11/27,7614.41,7633.5,7490.91,7490.91,1428.33,1220.11,1291.92,45.07,54.26,-9.18,2403货,-26.4货,158货,183货,1.00窾,N/A,82.3窾,-6.71窾,10.5窾,4.84窾,1.05窾,N/A,308窾,2.10窾,3.06窾,9587,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-233货,29158货,115货,347货,N/A,-15.7货,-384货,30.2货,46.0货,N/A,-24.7货,577货,20.3货,45.0货,N/A,-273货,29315货,165货,438货,N/A,N/A,N/A,N/A
2009/11/30,7582.69,7604.55,7569.24,7582.21,964.68,1211.87,1264.23,34.65,50.34,-15.69,2422货,18.8货,125货,105货,7503,N/A,83.4窾,1.06窾,3.37窾,4.75窾,3152,N/A,305窾,-2.11窾,1.32窾,3.43窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-65.4货,29093货,155货,221货,N/A,-2.95货,-387货,28.8货,31.7货,N/A,2147窾,577货,17.6货,17.4货,N/A,-68.2货,29246货,202货,270货,N/A,N/A,N/A,N/A
2009/12/1,7615.95,7659.82,7549.01,7649.23,1161.56,1215.97,1233.24,29.46,46.16,-16.7,2434货,11.8货,149货,136货,9288,N/A,83.6窾,1745,3.62窾,5.67窾,1.52窾,N/A,305窾,-5503,3.61窾,4.16窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.8货,29113货,209货,188货,N/A,-5.22货,-392货,37.8货,43.0货,N/A,7.43货,584货,28.5货,21.1货,N/A,23.0货,29269货,275货,252货,N/A,N/A,N/A,N/A
2009/12/2,7715.64,7741.85,7671.99,7677.62,1408.64,1246.13,1237.16,30.27,42.98,-12.71,2445货,11.3货,193货,181货,1.22窾,N/A,84.2窾,6967,3.95窾,5.19窾,4917,N/A,300窾,-4.55窾,1.77窾,6.32窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.3货,29138货,221货,196货,N/A,-4.77货,-397货,41.9货,46.6货,N/A,4.41货,589货,32.7货,28.3货,N/A,23.9货,29293货,295货,271货,N/A,N/A,N/A,N/A
